term,effect_type,coef_logit,std_err,z_value,p_value,odds_ratio,ci_low_or,ci_high_or
"C(_combo, Sum)[S.rwr | trustrank]",method,0.26779923995927,0.035704164804437645,7.500504252825582,6.350475700855895e-14,1.3070847032941433,1.218741875367501,1.4018312294967004
"C(ppi, Sum)[S.NeDRex]",network,0.08219715919022462,0.025491472765613178,3.2244962833651885,0.001261944946289084,1.0856698385162076,1.032759959230128,1.1412903722007735
"C(ppi, Sum)[S.NeDRex_high_confidence]",network,-0.1949410908357269,0.02782139359428528,-7.006877285822563,2.436958242030874e-12,0.8228831319858247,0.7792136410856901,0.8689999933308862
"C(ppi, Sum)[S.biogrid]",network,0.0744455386857171,0.025455477187143676,2.9245391134649763,0.0034496672402472093,1.077286671476603,1.0248576451754752,1.1323978291077008
"C(ppi, Sum)[S.hippie_high_confidence]",network,-0.2730096317396259,0.028163284669081003,-9.693813592679014,3.2033892552221658e-22,0.7610854570166761,0.7202127277677344,0.8042777509329002
"C(ppi, Sum)[S.hippie_medium_confidence]",network,0.04955587672101473,0.025476873448620863,1.945131800452435,0.051759117408620436,1.0508043060734917,0.9996221937098103,1.104607017141856
"C(ppi, Sum)[S.iid]",network,0.12006724314868619,0.02622876772549104,4.577692875445156,4.7013225004482575e-06,1.1275726705669349,1.0710717718093292,1.1870540899996622
"C(ppi, Sum)[S.string_min700]",network,0.2029299715810448,0.0242337301372265,8.373864462133097,5.575888579017927e-17,1.2249866813632373,1.1681633549315769,1.2845740821969305
"C(ppi, Sum)[S.string_min900]",network,0.11640229236988078,0.02478629255328451,4.696236523459252,2.6499867167091404e-06,1.1234477356885577,1.0701748556896487,1.1793725185314643
"C(ppi, Sum)[S.string_physical_min700]",network,-0.043009889438461034,0.026282573398076523,-1.6364413327048366,0.10174725466914268,0.9579019169081296,0.9098070028726514,1.008539261095032
"C(ppi, Sum)[S.string_physical_min900]",network,-0.13463746968275445,0.027852216720540963,-4.833994760045779,1.338201099043701e-06,0.8740327176170883,0.8275979464420335,0.9230728456364291
approved_drugs_with_targets,other,0.04067291591927525,0.0006475140375731383,62.813952376563186,0.0,1.041511388031961,1.0401904399498907,1.0428340135990077
components,other,0.03922300157794858,0.010369202115044978,3.7826441362386776,0.0001551711844108102,1.0400023799643772,1.0190794694503398,1.0613548626535996
diameter,other,0.025729003595503033,0.0034271018835118124,7.507510564330834,6.026232283286174e-14,1.0260628514499666,1.019193886343782,1.0329781106737495
edges,other,1.1889210265057524e-05,7.169540519874803e-06,1.6582945911386158,0.09725802022207321,1.000011889280942,0.9999978371713993,1.0000259415879469
isolated_nodes,other,-0.041061225299481884,0.009599665308957657,-4.277360093082283,1.891227440399747e-05,0.9597703659208073,0.9418811090518607,0.9779993955150454
jaccard_mean,other,-105.8462020915503,4.3380874437301005,-24.39927812993519,1.7406226470929855e-131,1.075420971345833e-46,2.1826885716149687e-50,5.2986499340796926e-43
largest_component,other,-0.0032987582358909714,0.0021012244103944615,-1.5699219081848081,0.11643328006555094,0.996706676689248,0.992610356271776,1.0008199018678445
nodes,other,0.0011501463951497063,0.0021114334732963247,0.5447230091290172,0.5859440374188994,1.0011508080671638,0.9970162730192818,1.0053024886527113
num_children,other,-0.011211829438897992,0.0008137394921288117,-13.778155721024296,3.4497289478168783e-43,0.9888507888803262,0.9872749276655027,0.9904291654416847
seed_entropy,other,0.6734729935762314,0.035562650389645616,18.93764908400413,5.58351517730948e-80,1.9610361736495605,1.829003859576348,2.1025996496545827
