model,roc_auc,average_precision,prevalence
baseline,0.5,0.09865023269849008,0.09865023269849008
full,0.9542490768940618,0.7513666341227463,0.09865023269849008
reduced,0.95270124997065,0.7261925465335201,0.09865023269849008
